Gender,Degree,Course,Interests,Skills(Multiple),Working
Male,B.Sc,Computer Science,Technology,"AI, ML, Python, Java, SQL, Communication Skills, Negotiation Skills, Leadership, Excel, Logical Skills, Interpersonal Skills, C++, Linux, Observation Skills",Student (Unemployed)
Male,BE,Civil,All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python;SQL;Good communication skills,Billing engineer
Male,B.Com,Economics,Financial Analysis,Accounting Skills;Editing,NA
Male,B.Tech,Mechanical Engineering,Research;Technology,Active Listening;Programming Language skills;Communication skills,Service advisor
Male,B.Tech,Computer Science Engineering,Teaching;Technology;Trading,Product knowledge;Problem Solving skills;Designing skills;Python,Telecaller
Female,M.Sc,Applied Geology,Govt. Job,C++,NA
Female,B.Sc,Computer Science Engineering,Technology,"Programming, Team work, C++, Problem Solving skills, Designing Skills, iOS",iOS Developer
Female,Bachelor of journalism,Journalism,Research;Teaching;Content Writing,Active Listening;Business Knowledge;Communication skills;Mass Communication;HR,HR
Male,B.E,Automobile Engineering,"Social Justice, Take risk for Profits, Technology, Understand Human Behaviour","Critical Thinking, Business Knowledge, Java, People Management, Work under Pressure, Leadership, Product Knowledge, Team work, Risk Managing",Computer Software Engineer
Female,MBA,finances,Financial Analysis;Understand human behaviour;Govt. Job,Accounting Skills;Hardware skills;Product knowledge;Data Visualization skills( Power Bi/ Tableau ),accountant
Female,B.Tech,Information TechNAlogy,Technology,"Python, Java, SQL, Excel",Data Engineer
Male,B.Tech,Computer Science Engineering,Digital marketing;Data scientist;Web development;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Content creation;Java;Cloud Computing;AWS,Data Scientist
Male,BE,Mechanical Engineering,Research;Technology;Supply Chain Analysis;Information Technology,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Designing skills;Java,Material Planner
Female,BE,Electrical and Electronics Engineering,Data scientist,Python,NA
Male,B.Tech,Engineering,"Research, Sales/Marketing, Entrepreneurship, Operations","Critical Thinking, Analytic Thinking, People Management, Work under Pressure, Product Knowledge, Market Study, Team work, Excel, Interpersonal Skills, Problem Solving skills, Sales",Student (Unemployed)
Male,B.Tech,Computer Science and Engineering,Technology,NO,Software Developer
Female,B.Tech,Electrical and Electronics Engineering,"Technology,Entrepreneurship","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",Front End Java Developer
Male,B.Tech,Mechanical Engineering,Financial Analysis;News Coverage;Research;Sales/Marketing;Social Justice;Technology;Web Designing;Content Writing;Data analytics;Digital marketing;Data scientist;Web development;Market reserach;Social media marketing;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Negotiation skills;Leadership;Social Media Marketing;Interpersonal skills;C++;Presentation Skills;Python;SQL,Associate Software Engineer
Male,B.Com,Computer Applications,Sales/Marketing;Technology;Understand human behaviour;Data analytics;Game industry;Data scientist;Web development,Accounting Skills;Programming Language skills;Gathering Information;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Sales;Social Media Marketing;Python;SQL;Client management,Field sales officer
Male,B.Com,Accountancy,"Financial Analysis, Entrepreneurship","Gathering Informing, Business Knowledge",Journalist
Male,B.Com,Business Administration,Sales/Marketing,Leadership,Business Analyst
Female,B.Com,Commerce,News Coverage,Writing,Teacher
Female,B.Com,Commerce,News Coverage,Writing,Teacher
Male,B.Tech,Mechanical Engineering,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),CES-CAE- FEA Analyst
Male,B.Tech,Civil engineering,Technology;Data analytics;Data scientist,Analytical Skills;Python;SQL,NA
Male,BE,Information Technology,Web Designing;Data analytics;Digital marketing;Data scientist,Programming Language skills;Critical Thinking;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture;AWS,Database Administrator
Male,BCA,Mathematics,Financial Analysis;Research;Social Justice;Data analytics;Data scientist;Web development;Social media marketing,Critical Thinking;Analytical Skills;People management;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Cloud Computing;Architecture;MATLAB,NA
Male,B.Tech,Electrical and Electronics Engineering,Software Job,NO,associate trainee
Male,B.Tech,Computer Science Engineering,Software Job,NO,trainee and associates
Male,BE ,Mechanical Engineering,Technology,"Work under Pressure, Team work, Excel",Mechanical Engineer
Female,MBA,Accountancy,Financial Analysis,Business Knowledge,Business Analyst
Male,B.Tech,Biotechnology,"Research, Technology","Active Listening, Leadership, Team work, Interpersonal Skills, Building Rapport",Production specialist
Female,B.Tech,Computer Science Engineering,Technology,"Python, Java, SQL, C++",Computer Software Engineer
Male,B.Tech,Computer Science Engineering,Technology;Service;Social causes;All fields related to Data science.,Programming Language skills;Communication skills;Leadership;Problem Solving skills,NA
Male,B.Tech,Mechanical Engineering,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),Mechanical Design Engineer
Male,BE,Mechanical Engineering,Technology;Trading;Data analytics,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;R;Python;SQL,NA
Male,B.Tech,Electrical Engineering,Technology;Understand human behaviour;Web Designing;Web development,Programming Language skills;Business Knowledge;People management;Communication skills;Java;Good communication skills,Software Developer
Female,BE,Mechanical engineering,Financial Analysis;News Coverage;Technology;Supply Chain Analysis,Active Listening;Critical Thinking;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Interpersonal skills;Presentation Skills,Mechanical product developer
Male,BE,Electrical and Electronics,Further Studies,NO,NA
Male,B.Tech,Mechanical Engineering,Web Designing;Data analytics;Govt. Job;Game industry;Data scientist;All fields related to Data science.;Industires,Active Listening;Hardware skills;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Interpersonal skills;Presentation Skills;Python;Good communication skills,NA
Male,B.Tech,Mining,Social Justice;Technology;Industires,Hardware skills;Product knowledge,General masdor
Female,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",Teaching
Female,B.Sc,Mathematics,Research;Data analytics;Data scientist;Market reserach;Social causes,Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Editing;Problem Solving skills;Risk management skills;Writing skills;C++;R;Java;MATLAB,Analyst
Male,B.Tech,Electrical and Electronics Engineering,"Cloud computing,Technology,Data analytics,Machine Learning,Cyber Security","
Cybersecurity;Information Security;Software Development Life Cycle (SDLC);Security Information and Event Management (SIEM);Security Operations Center","
Cyber Security Analyst"
Male,B.Tech,Information TechNAlogy,Technology,"Java, Programming",Mechanical Engineer
Male,B.E,Electrical and Electronics Engineering,"Financial Analysis, Technology","Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting, Subject Knowledge",Data Analyst
Female,BCA,Electronics & Telecommunications Engineering,Sales/Marketing,Leadership;Designing skills;Writing skills;C++;Hospitality,NA
Male,B.Com,Computer Science Engineering,Sales/Marketing,"Leadership, Product Knowledge, Team work, Excel, Sales, Building Rapport, Subject Knowledge",Sales Executive
Male,BCA,Engineerinh,Web Designing;Game industry;Web development,Programming Language skills;Critical Thinking;Editing;Writing skills,NA
Male,BE,C++,Higher Studies,"Communication Skills, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Subject Knowledge, AutoCAD, CATIA",Assistant Professor
Male,B.Tech,Sales & Marketing,Technology;Blockchain,C++,Senior associate
Male,B.Tech,C programming,Research;Technology;Game industry;Product Life cycle Management,Critical Thinking;Analytical Skills;Product knowledge;Problem Solving skills,Compliance Engineer
Male,BE,Mechanical Engineering,Sales/Marketing;Digital marketing;Social media marketing,Active Listening;Critical Thinking;Communication skills;Problem Solving skills;Designing skills;Writing skills;Sales;Social Media Marketing;Presentation Skills,NA
Female,B.Tech,Electronics and Communication Engineering,Application Development,"Analytic Thinking, Gathering Informing, SQL, Programming, Communication Skills, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Problem Solving skills",Back End Developer
Male,B.Tech,Chemical Engineering,Financial Analysis,"
Financial Modeling;Financial Analysis;Generally Accepted Accounting Principles (GAAP);DCF ValuationDCF Valuation;Equity Valuation;M&A analysis",Financial Analyst
Female,B.Tech,AutoCAD,Technology,"Programming, Communication Skills, Linux",Java Developer
Female,B.Tech,Electronics and Communication Engineering,Design,Active Listening;Artistic/Creative Skills;Analytical Skills;Designing skills,NA
Female,B.Com,Computer Science Engineering,Entrepreneurship,"Accounting Skills, Interpersonal Skills, Presentation Skills",Student (Unemployed)
Male,B.Tech,Electronics and Communication Engineering,Technology;Govt. Job;Industires;Design,Active Listening;Communication skills;Editing;Machine Learning skills,Mechanical Engineer
Male,B.Tech,Mechanical Engineering,Technology,"AI, ML, Python",Student (Unemployed)
Female,B.Tech,Accountancy,"Teaching, Technology, Entrepreneurship","Business Knowledge, Leadership, News Gathering, Team work, Interpersonal Skills, Presentation Skills, Problem Solving skills",Student (Unemployed)
Female,B.Tech,Mechanical Engineering,Research,"Communication Skills, Team work",Student (Unemployed)
Female,B.Tech,Computer Science Engineering,Technology,"AI, ML, Python, SQL",ASP.NET Developer
Female,B.Sc,Physics,"Financial Analysis, Research, Social Justice, Take risk for Profits, Trading, Understand Human Behaviour","ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Team work, Logical Skills, Presentation Skills, R, Subject Knowledge",Process executive-Data
Male,BE,Electronics and Communication Engineering,Market reserach;Design,Business Knowledge;Product knowledge;Problem Solving skills;Designing skills;Machine Learning skills,NA
Male,BBA,Electronics and Communication Engineering,Financial Analysis,Accounting Skills;Finance related skills;Leadership;Problem Solving skills;Presentation Skills,Active Trading Service
Female,B.Sc,Statistics,Data analytics;Govt. Job;Data scientist;Web development,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;Editing;Writing skills;Machine Learning skills;C++;Python;SQL,NA
Male,M.Tech,Design,Data scientist,Analytical Skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);construction management,Quality Engineer
Female,B.Com,Finance,Financial Analysis;Research;Technology;Understand human behaviour;Understand human body;Supply Chain Analysis;Content Writing;Govt. Job;Home interior design;Social causes;Design,Accounting Skills;Artistic/Creative Skills;Business Knowledge;Communication skills;Mass Communication;Editing;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Python;Content creation;Architecture,Computerized accounting
Male,B.Tech,Computer Science,Financial Analysis,"Communication Skills, C++, Reading, Subject Knowledge",Loco pilot
Female,BBA ,Civil Engineering,"Sales/Marketing, Trading, Entrepreneurship","Creativity Skills, Sales",Student (Unemployed)
Female,B.Sc,"Accounting, designing",Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Leadership;Designing skills;Wealth Management;Python;SQL,NA
Female,BE,Mechanical Engineering,Research;Technology;Understand human behaviour;Data analytics;Govt. Job;Home interior design;Retailer;Data scientist;Web development;Market reserach;Social media marketing;All fields related to Data science.,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Python;SQL;HR;Good communication skills,NA
Female,B.Sc,Business Administration,Home interior design,Designing skills,Dietician
Female,B.Tech,Computer Science Engineering,"Web development,Information Technology,Blockchain,Digital marketing,Game industry",Linux;IBM AIX;Shell Scripting;Domain Name System (DNS);Secure Shell (SSH);Python;shell scripting;GIT;Jenkins;Puppet;Ansible;Nagios,DevOps Engineer
Male,B.Com,Electrical and Electronics Engineering,Financial Analysis;Govt. Job,Accounting Skills;Active Listening;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Leadership;Problem Solving skills;Writing skills;HR;Good communication skills,ASSOCIATE OPERATIONS PROCESSOR-1
Male,B.E,Dietician,"News Coverage, Research, Teaching, Technology","AI, ML, Python, Java, SQL, Programming, Communication Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, C++, Linux, Problem Solving skills, Writing, Observation Skills, Risk Managing, Reporting",ASP.NET Developer
Male,BE ,Computer Science Engineering,Technology,Programming,Front End Developer
Male,Bachelor of journalism,Commerce,News Coverage;Content Writing;Social media marketing,Analytical Skills;People management;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation,Sr. Political Analyst
Female,B.Tech,Computer Science Engineering,Technology;Data scientist,Programming Language skills;Critical Thinking;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;Artificial Intelligence;SQL;Java,Associate software engineer
Female,B.Tech,Automobile Engineering,Machine Learning,Python;SQL,NA
Female,B.Tech,"Reporting, Anchoring, Tv Journalism, Advertising & Radio ",Software,"ML, Python, SQL, R",Data Scientist
Female,B.Tech,Computer Science Engineering,Technology,"ML, Python, SQL, R, Tableau",ML Engineer
Male,B.Tech,Aerospace engineering,Financial Analysis;Research;Data analytics;Data scientist,Active Listening;Business Knowledge;Leadership;Designing skills,NA
Male,B.Tech,Aerospace Engineering,Financial Analysis;Research;Data analytics;Web development;All fields related to Data science.,Active Listening;Business Knowledge,NA
Female,B.Tech,Electrical and Electronics Engineering,Technology,PGDCA,Buisness devlopment excutive
Female,B.Tech,Computer Science Engineering,Technology,Programming,Student (Unemployed)
Male,B.Com,Computers,Content Writing,Artistic/Creative Skills;Content creation,Operations specialist
Male,B.Tech,Mechanical Engineering,Research;Sales/Marketing;Social Justice;Technology;Understand human behaviour;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Product knowledge;Machine Learning skills;Python;SQL;Cloud Computing,Tata projects ltd
Male,B.Sc,Computer Science Engineering,Trading;Web Designing;Data analytics;Govt. Job,Programming Language skills;Analytical Skills;Editing;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Java,Data scientist
Male,B.Tech,Computer Science Engineering,Technology,"AI, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Team work, Excel, Presentation Skills, C++, Linux, Problem Solving skills, Mass Communication, Writing, Tableau, Reading, Designing Skills, Building Rapport, Subject Knowledge",Data Analyst
Male,BE,Mobile communications,Technology;Web Designing;Web development,Active Listening;Hardware skills;Programming Language skills;Business Knowledge;People management;Communication skills;Writing skills;Machine Learning skills;C++;Presentation Skills;Python;SQL;Content creation;Java;MATLAB;Good communication skills,Testing engineer
Male,M.Com,Accountancy,"Financial Analysis, Take risk for Profits, Entrepreneurship","Accounting Skills, Business Knowledge, Communication Skills, Leadership, Cost Accounting, Market Study",Student (Unemployed)
Male,B.Tech,Electronics and Communication Engineering,Data Analytics,NO,Software Engineer
Male,BE,Computer Science Engineering,All fields related to Data science.,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills,NA
Male,B.Tech,Electronics and Communication Engineering,Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Machine Learning skills;Python;SQL;Good communication skills,Associate System Engineer
Female,B.Com,Commerce,Financial Analysis,"Communication Skills, Work under Pressure, Team work, Problem Solving skills",Student (Unemployed)
Male,B.Tech,Electrical and Electronics Engineering,Further Studies,NO,NA
Male,B.Tech,Electrical and Electronics Engineering,Software Job,NO,associate Engineer
Female,B.Tech,Computers,Research;Teaching;Data analytics,Leadership;SQL,Associate Consultant
Female,B.Sc,Computer Science Engineering,Financial Analysis;Research;Technology;Data analytics;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;People management;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python,NA
Female,BE,Computer Science Engineering,Technology;Web Designing;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;C++;Python;SQL;Java;Cloud Computing,NA
Male,B.Tech,Electronics and Communication Engineering,"VLSI,Technology","Core Skills,Programming",VLSI Developer
Male,B.Tech,Electrical Engineering,Sales/Marketing;Data scientist,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Machine Learning skills;Sales;R,NA
Male,B.Sc,Computer Science Engineering,Teaching,C++,Student (Unemployed)
Male,B.Sc,Animation,Animation,2D/3D Animation,Graphic Designer
Male,B.Com,Accounts,Financial Analysis;Technology;Data analytics,Active Listening;Gathering Information;Business Knowledge;Analytical Skills;People management;Product knowledge,NA
Male,B.Tech,Civil Engineering,Construction and development,"Creativity Skills, Risk Managing, Reporting, Reading, Subject Knowledge",Student (Unemployed)
Female,B.Pharmacy,pharma D,Social causes,People management;Civil & Criminal Law,senior chemist
Female,B.Tech,Sales & Marketing,Technology,"AI, ML, Python",Computer Software Engineer
Female,B.Com,Computer Applications,Financial Analysis,Accounting Skills,Business Analyst
Male,B.Tech,Civil Engineering,Construction;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,B.Tech,Civil Engineering,Financial Analysis;Industires;Design;Urban Planning;Project Management,"Communication skills;Negotiation skills;Leadership;Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,M.Tech,Computer Science Engineering,"Teaching, Technology, Understand Human Behaviour, Understand Human Body","Python, Java, SQL",Data Analyst
Female,B.Sc,Statistics,"Research, Teaching, Entrepreneurship, Understand Human Behaviour","AI, ML, Editing, Market Study, Team work",Student (Unemployed)
Male,BA,Hindi Education and Geography,Financial Analysis;Understand human behaviour;Understand human body;Data analytics;Govt. Job,Product knowledge;Problem Solving skills;Client management,NA
Male,BCA,"Software engineering, java programming, web development ",Technology;Trading;Web Designing;Data analytics;Govt. Job;Data scientist,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Editing;Designing skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL,Quality analyst
Female,MA,Kathak dance,Teaching;Govt. Job,Artistic/Creative Skills;Teaching,Dance teacher in Dehli public school Jankipuram Lucknow
Male,B.Tech,Mechanical Engineering,Financial Analysis;Research;Teaching;Technology;Trading;Data analytics;Data scientist;Gardening,Programming Language skills;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL;Good communication skills;Teaching,NA
Female,B.Tech,Electrical and Electronics Engineering,Software Job,NO,ASE
Male,B.E. ,Automobile Engineering,Research,"Critical Thinking, Analytic Thinking, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Designing Skills, Subject Knowledge",Mechanical Engineer
Male,B.Tech,Biotechnology,"Research,Understand human body,BioTechnology","
Molecular Biology;Structural Biology. Nucleic acid - Protein interactions. Data Analysis",Teaching Assistant-Biotechnology
Female,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,B.Tech,Computer Science Engineering,"Technology,Entrepreneurship","Programming,Leadership skills,Presentation skills,Team work",AWS Developer
Male,B.Tech,Mechanical Engineering,Research;Technology,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,NA
Female,B.Sc,Mathematics,"Financial Analysis, News Coverage, Social Justice, Teaching","AI, ML, Python, Critical Thinking, Analytic Thinking, Team work, Logical Skills, R, Problem Solving skills, Tableau, Observation Skills, Reading",Student (Unemployed)
Male,B.Sc,Biological sciences,Financial Analysis;Data analytics,Accounting Skills;Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Machine Learning skills,NA
Male,B.Sc,Zoology,Technology,Editing;Writing skills;C++;Medical knowledge,NA
Male,BALLB,Criminal justice/ law enforcement administration,Litigation & Legal service,Civil & Criminal Law,Litigation Lawyer
Male,BE,Electrical and Electronics Engineering,Data analytics;Data scientist;All fields related to Data science.,Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,NA
Male,BE,Computer Science Engineering,Technology;Web Designing;Social media marketing,Programming Language skills;C++;R;Python;Java,Front End Developer
Male,B.E,Computer Science Engineering,Software developer ,"Python, Java, SQL",Student (Unemployed)
Male,BE,Mechanical Engineering,Research;Teaching;Trading;Data analytics;Govt. Job,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,NA
Male,B.Tech,Civil Engineering,"Financial Analysis, Research, Technology, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Communication Skills, Leadership, Market Study, Team work, Tableau",Civil Engineer
Male,BBA,Management,Sales/Marketing;Supply Chain Analysis;Game industry;Service,Active Listening;Critical Thinking;Business Knowledge;People management;Problem Solving skills;Risk management skills,NA
Male,BE,Mechanical Engineering,Sports Industry,Gathering Information,Executive
Male,M.Tech,Aeronautical,Financial Analysis;Research;Technology;Understand human behaviour,People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Client management,Team leader
Male,B.Com,Accountancy,"Financial Analysis, Take risk for Profits, Trading, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Communication Skills, Editing, Cost Accounting, Market Study, Team work, Excel, Logical Skills, Presentation Skills, Wealth Management, Problem Solving skills, Writing, Risk Managing, Reading, Sales, Subject Knowledge",Data Analyst
Male,B.Tech,Electronics and Communication Engineering,Technology;Data scientist,Programming Language skills;Machine Learning skills;Python;SQL;AWS,Application developer
Male,BA,General studies,Trading;Supply Chain Analysis;Content Writing;Market reserach;Social media marketing,Active Listening;Business Knowledge;Communication skills;Negotiation skills;Product knowledge;Writing skills,Flipkart customer care executive
Male,BE,Mechanical Engineering,Data analytics,Programming Language skills;Gathering Information;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;SQL;Java,Maintenance engineer
Female,B.Sc,Computer Science,Data scientist,Active Listening;Programming Language skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;Medical knowledge,NA
Male,BE,Computer Science Engineering,"Technology, Trading, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, Communication Skills, Work under Pressure, Leadership, Editing, Excel, Logical Skills, C++, R, Linux, Problem Solving skills, Observation Skills",Student (Unemployed)
Male,B.Tech,Electrical and Electronics Engineering,Technology,power system engineering,Maintenance Engineer-Electrical
Male,B.Tech,Computer Science,Financial Analysis;Research;Technology;Web Designing;Data analytics;Game industry,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture,NA
Male,Bachelor of journalism,Mass communication,News Coverage;Technology;Content Writing;Govt. Job;Game industry;Digital marketing;Social media marketing,Active Listening;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Writing skills;Social Media Marketing;Content creation;Medical knowledge;Java;Cloud Computing;Architecture;Hospitality;HR;Good communication skills,Content creator
Male,BE,Computer engineering,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Communication skills;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Presentation Skills;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB;Client management;Good communication skills,NA
Male,B.E,Mechanical Engineering,"Financial Analysis, Social Justice, Trading, Entrepreneurship","Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, SQL, Communication Skills, Team work, Excel",Student (Unemployed)
Male,B.Tech,Genetic Engineering,"Research,Understand human body,BioTechnology","Life science molecular Biology genetics;
Polymerase Chain Reaction (PCR);
Protein Expression;
Biochemistry
·","
Research Associate"
Male,B.Tech,Computer Science Engineering,"Data analytics,Machine Learning,Cloud computing",Amazon Web Services (AWS)SQL;Java,System Administrator
Male,MBA,Hospital administration,Financial Analysis;Sales/Marketing;Supply Chain Analysis,Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Good communication skills,Ast.purchase manager
Male,B.Pharm,Sales & Marketing,Sales/Marketing,"People Management, Communication Skills, Negotiation Skills",Student (Unemployed)
Male,BBA,Management,Sales/Marketing;SAP Consultant in MM;Product Life cycle Management,Leadership;Risk management skills;Wealth Management;Client management,Project Manager
Male,B.Com,Commerce,Web Designing;Data analytics;Game industry;Digital marketing;Data scientist,Editing;Risk management skills;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,IT Operations
Male,B.Com,Commerce,Research;Sales/Marketing;Teaching;Technology;Trading;Web Designing;Data analytics;Game industry;Digital marketing;Data scientist,Editing;Problem Solving skills;Risk management skills;Designing skills;C++;R;Python;SQL,IT Operations
Male,Commercial Art Visual art,Architecture,Research,Architecture,NA
Female,B.Tech,Information Technology,Technology;Understand human behaviour;Data analytics;Web development,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Java;HR,Application Development Analyst
Male,B.Com,Finance,Financial Analysis;Sports Industry,Accounting Skills;Active Listening;Critical Thinking;Analytical Skills;Finance related skills;Mass Communication;Problem Solving skills;Risk management skills;Social Media Marketing,NA
Male,B.Tech,Civil Engineering,Financial Analysis;Govt. Job;Project Management,Project management,Site Civil Engineer
Male,B.Tech,Electrical and Electronics Engineering,"Technology,Entrepreneurship","Creativity Skills,Leadership,Market Study, Teamwork, Programming",Developer
Female,B.Sc,Physics,Govt. Job,Artistic/Creative Skills;Editing;Social Media Marketing,NA
Male,B.Tech,Maths,Financial Analysis;Teaching;Understand human behaviour,Accounting Skills;Business Knowledge,School accountant
Male,B.Tech,Computer Science Engineering,Financial Analysis;Game industry,Active Listening;Programming Language skills;People management;Communication skills;Product knowledge;Linux;Java,Software developer
Male,B.Com,Mathematics,Sales/Marketing;Trading;Understand human behaviour,Artistic/Creative Skills;Analytical Skills;Editing;Writing skills,Dance teacher
Male,BE,Dynamics of machine,Technology;Trading;Product Life cycle Management,Gathering Information;Business Knowledge;People management;Communication skills;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Client management;Good communication skills,PLM Engineer
Female,BCA,Coding,Game industry;Design;Navy Defence related,Artistic/Creative Skills;Editing;Designing skills;Python;Good communication skills,NA
Female,BBA,business administration,Market reserach;Human Resource,HR,Technical Recruiter
Male,B.Tech,Instrumention Engineering,Entrepreneurship,Writing,Student (Unemployed)
Female,B.Com,Accountancy & Finance,Financial Analysis,ACCOUNTANCY; FINANCIAL MANAGEMENT; COST ACCOUNTANCY; TAXATION,Financial Analyst
Female,B.Com,Marketing,News Coverage;Research;Social Justice;Technology;Understand human behaviour;Govt. Job;Digital marketing,Active Listening;Gathering Information;Artistic/Creative Skills;Communication skills;Negotiation skills;Medical knowledge,NA
Male,B.Tech,Electrical and Electronics Engineering,Technology;Trading;Data scientist,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Mass Communication,Site Engineer
